pointing_hit,mass_in_mask,mask_area_frac,mass_lift_over_chance,best_iou,iou@0.1,iou@0.2,iou@0.3,iou@0.4,iou@0.5,iou@0.6,iou@0.7,iou@0.8,iou@0.9,stem,model,seed,seg_split,class_name,plane,clean_vs_train,pred_correct,missed_tumour,entropy
0.0,0.019731121137738228,0.019331950694322586,1.020648223747688,0.026503839590443685,0.02046658462197014,0.023868312757201648,0.026503839590443685,0.022329417256671594,0.008546072093787663,0.0,0.0,0.0,0.0,brisc2025_train_00013_gl_ax_t1,resnet50,42,train,glioma,axial,True,True,False,0.370888176697731
0.0,0.014391016215085983,0.041653379797935486,0.3454945621435325,0.029603043959305936,0.029603043959305936,0.004958730564975367,0.00011919898283534647,0.0,0.0,0.0,0.0,0.0,0.0,brisc2025_train_00014_gl_ax_t1,resnet50,42,train,glioma,axial,False,True,False,0.3330014537080125
0.0,0.029482826590538025,0.06967474520206451,0.4231493994708491,0.02890563795013102,0.02890563795013102,0.0242302195660647,0.026049142953643502,0.027769906489090394,0.016328869154193223,0.005555555555555556,0.0,0.0,0.0,brisc2025_train_00015_gl_ax_t1,resnet50,42,train,glioma,axial,True,True,False,0.348041580113994
0.0,0.003633713349699974,0.020328443497419357,0.1787502004352308,0.0032297379646556977,0.0032297379646556977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brisc2025_train_00016_gl_ax_t1,resnet50,42,train,glioma,axial,True,True,False,0.3462784531663888
0.0,0.03653493523597717,0.023397639393806458,1.5614795416347969,0.05018748197288722,0.03938589324618736,0.05018748197288722,0.03732573827012442,0.028378520941027535,0.020158917010005887,0.01379013143719026,0.005462724935732648,0.0,0.0,brisc2025_train_00017_gl_ax_t1,resnet50,42,train,glioma,axial,False,True,False,0.3358471585241033
0.0,1.8171953342971392e-05,0.0025111606810241938,0.007236475738207178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brisc2025_train_00018_gl_ax_t1,resnet50,42,train,glioma,axial,True,True,False,0.3342158403012626
0.0,0.01054011657834053,0.01969068869948387,0.5352843031141316,0.010930172445626085,0.010930172445626085,0.008639443097768661,0.006341297701279583,0.0016363264471262017,0.0,0.0,0.0,0.0,0.0,brisc2025_train_00019_gl_ax_t1,resnet50,42,train,glioma,axial,False,True,False,0.3722987819121186
0.0,0.0006261833477765322,0.01717952825129032,0.036449391311399994,0.0006208823427960402,0.0006208823427960402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brisc2025_train_00020_gl_ax_t1,resnet50,42,train,glioma,axial,False,True,False,0.3475466279839233
0.0,0.09033265709877014,0.062420278787612915,1.4471684339336264,0.10716004023968859,0.08606323479054902,0.10716004023968859,0.10673258688381562,0.07491422035836828,0.05435294117647059,0.050487574709027996,0.041149710504549214,0.0,0.0,brisc2025_train_00001_gl_ax_t1,vit,42,train,glioma,axial,True,True,False,0.431296347100308
0.0,0.06295672059059143,0.06042729690670967,1.0418589580100992,0.08058418688810624,0.08058418688810624,0.0709693748418122,0.045743692373668786,0.031207729468599035,0.018493895805632782,0.006077606358111267,0.0,0.0,0.0,brisc2025_train_00002_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.5434855740068976
1.0,0.04391491040587425,0.010443239472806454,4.205104222710391,0.33372093023255817,0.017748873759441793,0.029653103955633524,0.05052063247204011,0.0854394260557639,0.12680334092634776,0.18765638031693077,0.276657060518732,0.33372093023255817,0.22644376899696048,brisc2025_train_00003_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.3543558144542359
1.0,0.07548994570970535,0.008649553172290325,8.727612190597851,0.5827464788732394,0.03578791127236745,0.17100977198697068,0.42162162162162165,0.49789621318373073,0.5827464788732394,0.5266272189349113,0.4088983050847458,0.28794642857142855,0.1543778801843318,brisc2025_train_00004_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.4262064750159115
1.0,0.06761038303375244,0.013651944696903229,4.9524360473778515,0.5675355450236966,0.026860638381303426,0.04806342969407802,0.10897231944002546,0.18482118482118481,0.24354527938342968,0.3870532703978422,0.5675355450236966,0.40198863636363635,0.13722627737226278,brisc2025_train_00005_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.3230093712543426
1.0,0.0584101565182209,0.013193558901548386,4.427172149234573,0.6102449888641426,0.021051962093748013,0.030983806046990546,0.051401506328131064,0.09558186543459428,0.18903483723586523,0.34282755049197305,0.5144927536231884,0.6102449888641426,0.5718390804597702,brisc2025_train_00006_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.45881440563023956
0.0,0.09062559902667999,0.03280452638864517,2.7625943430187356,0.14819835084152264,0.057119061664989416,0.09073369715010197,0.12548562548562547,0.14819835084152264,0.14604989604989604,0.14459075651949393,0.1392447741065408,0.09387923904052936,0.02147239263803681,brisc2025_train_00007_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.36430056172065767
1.0,0.11717984825372696,0.03782685101032257,3.0977954845289593,0.26744374291727374,0.07506426735218509,0.09628164155633338,0.12373687984875155,0.181651729787029,0.26744374291727374,0.19042663891779396,0.14435695538057744,0.11232063334982682,0.059286463798530954,brisc2025_train_00008_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.3857408780886155
0.0,0.027831854298710823,0.013552295975387096,2.053663405024318,0.03958333333333333,0.025275991525108725,0.0323270739244117,0.03847459545094489,0.03958333333333333,0.02154160285860133,0.014220255964607362,0.007701421800947867,0.0,0.0,brisc2025_train_00009_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,1.129254162924104
1.0,0.11255224049091339,0.01773756369948387,6.345417127053838,0.5164319248826291,0.04420822571031194,0.1118512002010808,0.1990606128382912,0.30126236779256227,0.4147398843930636,0.5164319248826291,0.5024916943521595,0.4044526901669759,0.274896265560166,brisc2025_train_00010_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.3524188310557595
0.0,0.001977713080123067,0.0016143176471814513,1.2251077621409223,0.003257853034629771,0.00247320692497939,0.003257853034629771,0.002077484559236384,0.0,0.0,0.0,0.0,0.0,0.0,brisc2025_train_00011_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.3263398502034869
1.0,0.11007539182901382,0.0316685251891613,3.475861006204597,0.47776417788657694,0.04801909884862954,0.08585012696526015,0.16168032786885245,0.23562122656498252,0.3770942048887668,0.47776417788657694,0.4163265306122449,0.1893939393939394,0.05721393034825871,brisc2025_train_00012_gl_ax_t1,vit,42,train,glioma,axial,True,True,False,0.43658832959450955
0.0,0.04794929921627045,0.019331950694322586,2.480313547993489,0.10144045445323595,0.0340171839382781,0.0525017213679137,0.06206070287539936,0.07959135186505108,0.10144045445323595,0.09563478840386538,0.036663124335812966,0.0,0.0,brisc2025_train_00013_gl_ax_t1,vit,42,train,glioma,axial,True,True,False,0.3762364225497467
1.0,0.1291409581899643,0.041653379797935486,3.100371658108883,0.3366656865627757,0.07258708713923523,0.10977035934509888,0.16032517599731813,0.22609614368726888,0.30848549946294307,0.3366656865627757,0.22817601135557133,0.12824811399832356,0.057709648331830475,brisc2025_train_00014_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.34354182304918646
0.0,0.14450334012508392,0.06967474520206451,2.0739701265646278,0.19063545150501673,0.11324807185394904,0.17740384615384616,0.19063545150501673,0.1799359871974395,0.1312701482914249,0.09079011941763455,0.0721951219512195,0.04784366576819407,0.006380806533945891,brisc2025_train_00015_gl_ax_t1,vit,42,train,glioma,axial,True,True,False,0.3807098708329131
1.0,0.05594535544514656,0.020328443497419357,2.752072752262055,0.18359150889271372,0.030833408905413983,0.056411974977658624,0.08745335820895522,0.12647961420429635,0.18302828618968386,0.18359150889271372,0.1554591467823572,0.1117798796216681,0.058823529411764705,brisc2025_train_00016_gl_ax_t1,vit,42,train,glioma,axial,True,True,False,0.42552825212706535
1.0,0.08027380704879761,0.023397639393806458,3.4308506810326653,0.34899792674498964,0.040231657585415165,0.06446041562204023,0.09775070290534207,0.13812576312576313,0.19552088575742324,0.26538146021328957,0.34899792674498964,0.2875924404272802,0.16458852867830423,brisc2025_train_00017_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.3908220880411343
0.0,0.009522061794996262,0.0025111606810241938,3.791896658366212,0.053626373626373625,0.005623242736644799,0.007309008643192761,0.00916030534351145,0.012551050901484211,0.024409143742735374,0.053626373626373625,0.04079782411604715,0.0,0.0,brisc2025_train_00018_gl_ax_t1,vit,42,train,glioma,axial,True,True,False,0.3679369770718197
0.0,0.05898906663060188,0.01969068869948387,2.995784836725802,0.10605724428666519,0.03807908733523472,0.049909072539907055,0.06121816717268728,0.07706708268330734,0.09777505613390487,0.10272631420394637,0.10605724428666519,0.08050032071840924,0.05789473684210526,brisc2025_train_00019_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.7541744619825619
0.0,0.04300925135612488,0.01717952825129032,2.5035176011247304,0.12269802529398713,0.029248099891422366,0.04783573806881243,0.09354145458658523,0.12269802529398713,0.0507796881247501,0.008233058898036731,0.0,0.0,0.0,brisc2025_train_00020_gl_ax_t1,vit,42,train,glioma,axial,False,True,False,0.32758237526172695
