filepath,class_name,label,patient_id,split
data\brain_tumor\glioma\Te-gl_345.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_346.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_347.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_348.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_349.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_35.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_350.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_351.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_352.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_353.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_354.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_355.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_356.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_357.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_358.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_359.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_36.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_360.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_361.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_362.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_363.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_364.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_365.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_366.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_367.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_368.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_369.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_37.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_370.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_371.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_372.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_373.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_374.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_375.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_376.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_377.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_378.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_379.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_38.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_380.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_381.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_382.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_383.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_384.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_385.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_386.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_387.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_388.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_389.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_39.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_390.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_391.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_392.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_393.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_394.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_395.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_396.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_397.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_398.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_399.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_4.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_40.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_400.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_41.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_42.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_43.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_44.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_45.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_46.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_47.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_48.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_49.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_5.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_50.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_51.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_52.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_53.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_54.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_55.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_56.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_57.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_58.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_59.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_6.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_60.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_61.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_62.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_63.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_64.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_65.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_66.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_67.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_68.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_69.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_7.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_70.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_71.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_72.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_73.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_74.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_75.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_76.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_77.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_78.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_79.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_8.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_80.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_81.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_82.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_83.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_84.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_85.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_86.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_87.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_88.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_89.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_9.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_90.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_91.jpg,glioma,0,,val
data\brain_tumor\glioma\Te-gl_92.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_93.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_94.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_95.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_96.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_97.jpg,glioma,0,,test
data\brain_tumor\glioma\Te-gl_98.jpg,glioma,0,,train
data\brain_tumor\glioma\Te-gl_99.jpg,glioma,0,,train
data\brain_tumor\glioma\Tr-gl_1.jpg,glioma,0,,train
data\brain_tumor\glioma\Tr-gl_10.jpg,glioma,0,,val
data\brain_tumor\glioma\Tr-gl_100.jpg,glioma,0,,test
data\brain_tumor\glioma\Tr-gl_1000.jpg,glioma,0,,test
data\brain_tumor\glioma\Tr-gl_1001.jpg,glioma,0,,train
data\brain_tumor\glioma\Tr-gl_1002.jpg,glioma,0,,train
data\brain_tumor\glioma\Tr-gl_1003.jpg,glioma,0,,train
data\brain_tumor\glioma\Tr-gl_1004.jpg,glioma,0,,train
data\brain_tumor\glioma\Tr-gl_1005.jpg,glioma,0,,train
data\brain_tumor\glioma\Tr-gl_1006.jpg,glioma,0,,train
