image_path,d_train,match_train,d_val,match_val,d_test,match_test,d_any,class_name,brisc_split,plane,clean_vs_train,clean_vs_any
classification_task/test/glioma/brisc2025_test_00016_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_284.jpg,12,data\brain_tumor\glioma\Tr-gl_1187.jpg,12,data\brain_tumor\notumor\Te-no_47.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00017_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_75.jpg,4,data\brain_tumor\meningioma\Te-me_283.jpg,10,data\brain_tumor\notumor\Tr-no_67.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00018_gl_ax_t1.jpg,8,data\brain_tumor\meningioma\Tr-me_819.jpg,12,data\brain_tumor\meningioma\Tr-aug-me_31.jpg,0,data\brain_tumor\glioma\Te-gl_132.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00019_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_12.jpg,16,data\brain_tumor\meningioma\Tr-me_237.jpg,12,data\brain_tumor\meningioma\Tr-me_1187.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00020_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_283.jpg,14,data\brain_tumor\glioma\Tr-gl_1275.jpg,10,data\brain_tumor\meningioma\Tr-me_1187.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00021_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_33.jpg,6,data\brain_tumor\glioma\Tr-gl_170.jpg,10,data\brain_tumor\glioma\Tr-gl_1040.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00022_gl_ax_t1.jpg,8,data\brain_tumor\glioma\Tr-gl_372.jpg,8,data\brain_tumor\glioma\Te-gl_249.jpg,0,data\brain_tumor\glioma\Te-gl_387.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00023_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_163.jpg,12,data\brain_tumor\meningioma\Tr-me_903.jpg,10,data\brain_tumor\glioma\Tr-gl_79.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00024_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_18.jpg,6,data\brain_tumor\glioma\Tr-gl_1342.jpg,14,data\brain_tumor\glioma\Tr-gl_1268.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00025_gl_ax_t1.jpg,14,data\brain_tumor\glioma\Te-gl_292.jpg,0,data\brain_tumor\glioma\Te-gl_223.jpg,10,data\brain_tumor\pituitary\Tr-pi_1133.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00026_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_141.jpg,16,data\brain_tumor\meningioma\Tr-me_340.jpg,12,data\brain_tumor\meningioma\Tr-me_1233.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00027_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_282.jpg,10,data\brain_tumor\glioma\Tr-gl_170.jpg,12,data\brain_tumor\glioma\Te-gl_387.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00028_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_61.jpg,10,data\brain_tumor\glioma\Tr-gl_782.jpg,14,data\brain_tumor\meningioma\Tr-me_687.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00029_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_292.jpg,6,data\brain_tumor\glioma\Tr-gl_1366.jpg,8,data\brain_tumor\glioma\Tr-gl_414.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00030_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_87.jpg,16,data\brain_tumor\glioma\Tr-gl_68.jpg,14,data\brain_tumor\glioma\Te-gl_382.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00031_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_294.jpg,8,data\brain_tumor\glioma\Tr-gl_1344.jpg,10,data\brain_tumor\glioma\Tr-gl_755.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00032_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_234.jpg,10,data\brain_tumor\glioma\Tr-gl_1344.jpg,12,data\brain_tumor\glioma\Tr-gl_453.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00033_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_325.jpg,12,data\brain_tumor\glioma\Tr-gl_1275.jpg,6,data\brain_tumor\glioma\Tr-gl_563.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00034_gl_ax_t1.jpg,6,data\brain_tumor\glioma\Tr-gl_868.jpg,0,data\brain_tumor\glioma\Te-gl_5.jpg,10,data\brain_tumor\meningioma\Tr-me_606.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00035_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_111.jpg,10,data\brain_tumor\glioma\Te-gl_5.jpg,6,data\brain_tumor\glioma\Tr-gl_356.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00036_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_339.jpg,8,data\brain_tumor\glioma\Tr-gl_1222.jpg,8,data\brain_tumor\glioma\Tr-gl_1371.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00037_gl_ax_t1.jpg,6,data\brain_tumor\glioma\Te-gl_69.jpg,0,data\brain_tumor\glioma\Te-gl_198.jpg,8,data\brain_tumor\glioma\Te-gl_361.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00038_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_6.jpg,12,data\brain_tumor\glioma\Te-gl_249.jpg,6,data\brain_tumor\glioma\Tr-gl_419.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00039_gl_ax_t1.jpg,8,data\brain_tumor\glioma\Te-gl_348.jpg,0,data\brain_tumor\glioma\Te-gl_267.jpg,6,data\brain_tumor\glioma\Tr-gl_1066.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00040_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_397.jpg,10,data\brain_tumor\glioma\Tr-gl_1071.jpg,8,data\brain_tumor\meningioma\Te-aug-me_1.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00041_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_145.jpg,10,data\brain_tumor\glioma\Tr-gl_1366.jpg,14,data\brain_tumor\glioma\Te-gl_382.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00042_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_52.jpg,10,data\brain_tumor\glioma\Tr-gl_1093.jpg,12,data\brain_tumor\meningioma\Tr-me_247.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00043_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_50.jpg,10,data\brain_tumor\glioma\Te-gl_249.jpg,8,data\brain_tumor\glioma\Te-gl_168.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00044_gl_ax_t1.jpg,10,data\brain_tumor\glioma\Te-gl_292.jpg,8,data\brain_tumor\glioma\Te-gl_198.jpg,0,data\brain_tumor\glioma\Te-gl_361.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00045_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_288.jpg,14,data\brain_tumor\glioma\Te-gl_256.jpg,16,data\brain_tumor\glioma\Tr-gl_79.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00046_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_100.jpg,12,data\brain_tumor\pituitary\Tr-pi_813.jpg,12,data\brain_tumor\glioma\Te-gl_186.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00047_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_262.jpg,14,data\brain_tumor\glioma\Te-gl_83.jpg,6,data\brain_tumor\glioma\Tr-gl_1164.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00048_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_379.jpg,12,data\brain_tumor\glioma\Tr-gl_1096.jpg,6,data\brain_tumor\glioma\Te-gl_386.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00049_gl_ax_t1.jpg,12,data\brain_tumor\glioma\Tr-gl_1094.jpg,16,data\brain_tumor\pituitary\Tr-pi_66.jpg,0,data\brain_tumor\glioma\Te-gl_128.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00050_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_67.jpg,12,data\brain_tumor\glioma\Te-gl_249.jpg,8,data\brain_tumor\glioma\Tr-gl_352.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00051_gl_ax_t1.jpg,6,data\brain_tumor\glioma\Tr-gl_497.jpg,0,data\brain_tumor\glioma\Te-gl_249.jpg,8,data\brain_tumor\glioma\Te-gl_387.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00052_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_37.jpg,12,data\brain_tumor\glioma\Te-gl_45.jpg,12,data\brain_tumor\glioma\Tr-gl_1340.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00053_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_340.jpg,10,data\brain_tumor\glioma\Tr-gl_343.jpg,14,data\brain_tumor\glioma\Tr-gl_472.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00054_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_348.jpg,8,data\brain_tumor\glioma\Te-gl_267.jpg,6,data\brain_tumor\glioma\Tr-gl_1066.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00055_gl_ax_t1.jpg,10,data\brain_tumor\glioma\Tr-gl_266.jpg,0,data\brain_tumor\glioma\Te-gl_394.jpg,14,data\brain_tumor\glioma\Tr-gl_565.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00056_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_345.jpg,8,data\brain_tumor\glioma\Tr-gl_1122.jpg,12,data\brain_tumor\glioma\Tr-gl_139.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00057_gl_ax_t1.jpg,6,data\brain_tumor\glioma\Tr-gl_1363.jpg,0,data\brain_tumor\glioma\Te-gl_19.jpg,12,data\brain_tumor\meningioma\Te-me_80.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00058_gl_ax_t1.jpg,6,data\brain_tumor\meningioma\Te-aug-me_97.jpg,8,data\brain_tumor\glioma\Tr-gl_1265.jpg,0,data\brain_tumor\glioma\Te-gl_366.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00059_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_69.jpg,6,data\brain_tumor\glioma\Te-gl_198.jpg,10,data\brain_tumor\glioma\Te-gl_361.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00060_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_161.jpg,10,data\brain_tumor\meningioma\Tr-me_929.jpg,10,data\brain_tumor\glioma\Tr-gl_565.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00061_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_354.jpg,10,data\brain_tumor\pituitary\Tr-pi_825.jpg,6,data\brain_tumor\pituitary\Tr-pi_326.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00062_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_3.jpg,8,data\brain_tumor\pituitary\Tr-pi_825.jpg,6,data\brain_tumor\glioma\Tr-gl_492.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00063_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_123.jpg,10,data\brain_tumor\meningioma\Tr-me_1265.jpg,10,data\brain_tumor\glioma\Tr-gl_108.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00064_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_316.jpg,12,data\brain_tumor\meningioma\Tr-me_1265.jpg,8,data\brain_tumor\glioma\Tr-gl_108.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00065_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_296.jpg,16,data\brain_tumor\glioma\Te-gl_394.jpg,12,data\brain_tumor\notumor\Te-no_40.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00066_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_301.jpg,12,data\brain_tumor\glioma\Tr-gl_145.jpg,14,data\brain_tumor\glioma\Tr-gl_1272.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00067_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_254.jpg,12,data\brain_tumor\glioma\Te-gl_83.jpg,6,data\brain_tumor\glioma\Tr-gl_955.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00068_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_63.jpg,12,data\brain_tumor\meningioma\Tr-me_904.jpg,8,data\brain_tumor\glioma\Tr-gl_616.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00069_gl_ax_t1.jpg,8,data\brain_tumor\glioma\Te-gl_50.jpg,10,data\brain_tumor\glioma\Te-gl_249.jpg,0,data\brain_tumor\glioma\Te-gl_168.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00070_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_24.jpg,10,data\brain_tumor\glioma\Tr-gl_1096.jpg,8,data\brain_tumor\glioma\Te-gl_386.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00071_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_149.jpg,10,data\brain_tumor\glioma\Tr-gl_91.jpg,10,data\brain_tumor\glioma\Tr-gl_976.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00072_gl_ax_t1.jpg,6,data\brain_tumor\glioma\Tr-gl_639.jpg,0,data\brain_tumor\glioma\Te-gl_380.jpg,14,data\brain_tumor\meningioma\Te-me_193.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00073_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_22.jpg,10,data\brain_tumor\glioma\Te-gl_380.jpg,12,data\brain_tumor\meningioma\Tr-me_1022.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00074_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_289.jpg,8,data\brain_tumor\glioma\Tr-gl_1097.jpg,14,data\brain_tumor\glioma\Tr-gl_112.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00075_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_214.jpg,6,data\brain_tumor\glioma\Tr-gl_844.jpg,14,data\brain_tumor\meningioma\Tr-me_1101.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00076_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_393.jpg,14,data\brain_tumor\glioma\Te-gl_198.jpg,6,data\brain_tumor\glioma\Tr-gl_126.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00077_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_317.jpg,10,data\brain_tumor\glioma\Tr-gl_339.jpg,14,data\brain_tumor\glioma\Tr-gl_1066.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00078_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_2.jpg,8,data\brain_tumor\glioma\Tr-gl_730.jpg,12,data\brain_tumor\glioma\Te-gl_248.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00079_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_342.jpg,10,data\brain_tumor\glioma\Tr-gl_700.jpg,10,data\brain_tumor\glioma\Tr-gl_1153.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00080_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_269.jpg,10,data\brain_tumor\glioma\Tr-gl_68.jpg,8,data\brain_tumor\glioma\Te-gl_386.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00081_gl_ax_t1.jpg,12,data\brain_tumor\glioma\Tr-gl_427.jpg,0,data\brain_tumor\glioma\Te-gl_226.jpg,12,data\brain_tumor\glioma\Tr-gl_417.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00082_gl_ax_t1.jpg,6,data\brain_tumor\glioma\Tr-gl_985.jpg,14,data\brain_tumor\glioma\Te-gl_83.jpg,0,data\brain_tumor\glioma\Te-gl_382.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00083_gl_ax_t1.jpg,6,data\brain_tumor\glioma\Tr-gl_1077.jpg,10,data\brain_tumor\glioma\Tr-gl_1189.jpg,0,data\brain_tumor\glioma\Te-gl_248.jpg,0,glioma,test,axial,True,False
classification_task/test/glioma/brisc2025_test_00084_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_302.jpg,8,data\brain_tumor\glioma\Tr-gl_1187.jpg,8,data\brain_tumor\glioma\Tr-gl_1306.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00085_gl_ax_t1.jpg,0,data\brain_tumor\glioma\Te-gl_10.jpg,12,data\brain_tumor\glioma\Tr-gl_605.jpg,14,data\brain_tumor\meningioma\Tr-aug-me_80.jpg,0,glioma,test,axial,False,False
classification_task/test/glioma/brisc2025_test_00086_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_235.jpg,12,data\brain_tumor\meningioma\Tr-me_1222.jpg,14,data\brain_tumor\meningioma\Tr-me_606.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00087_gl_co_t1.jpg,6,data\brain_tumor\glioma\Tr-gl_1115.jpg,0,data\brain_tumor\glioma\Te-gl_206.jpg,12,data\brain_tumor\glioma\Tr-gl_126.jpg,0,glioma,test,coronal,True,False
classification_task/test/glioma/brisc2025_test_00088_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_112.jpg,14,data\brain_tumor\glioma\Te-gl_80.jpg,8,data\brain_tumor\glioma\Tr-gl_451.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00089_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_281.jpg,16,data\brain_tumor\glioma\Te-gl_347.jpg,12,data\brain_tumor\meningioma\Tr-me_272.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00090_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_220.jpg,14,data\brain_tumor\meningioma\Tr-me_57.jpg,12,data\brain_tumor\glioma\Tr-gl_1116.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00091_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_250.jpg,12,data\brain_tumor\pituitary\Te-pi_289.jpg,12,data\brain_tumor\notumor\Tr-no_228.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00092_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_87.jpg,16,data\brain_tumor\glioma\Tr-gl_68.jpg,14,data\brain_tumor\glioma\Te-gl_382.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00093_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_16.jpg,10,data\brain_tumor\glioma\Tr-gl_560.jpg,12,data\brain_tumor\meningioma\Tr-me_272.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00094_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_104.jpg,10,data\brain_tumor\glioma\Te-gl_232.jpg,6,data\brain_tumor\meningioma\Tr-me_1209.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00095_gl_co_t1.jpg,10,data\brain_tumor\glioma\Te-gl_31.jpg,0,data\brain_tumor\glioma\Te-gl_247.jpg,12,data\brain_tumor\glioma\Tr-gl_219.jpg,0,glioma,test,coronal,True,False
classification_task/test/glioma/brisc2025_test_00096_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_336.jpg,10,data\brain_tumor\glioma\Tr-gl_227.jpg,8,data\brain_tumor\glioma\Tr-gl_305.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00097_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_369.jpg,12,data\brain_tumor\glioma\Tr-gl_1152.jpg,10,data\brain_tumor\glioma\Te-gl_300.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00098_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_95.jpg,12,data\brain_tumor\glioma\Tr-gl_330.jpg,12,data\brain_tumor\glioma\Te-gl_21.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00099_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_121.jpg,14,data\brain_tumor\glioma\Tr-gl_1090.jpg,12,data\brain_tumor\meningioma\Tr-me_1192.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00100_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_312.jpg,10,data\brain_tumor\meningioma\Tr-me_115.jpg,14,data\brain_tumor\glioma\Te-gl_21.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00101_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_242.jpg,10,data\brain_tumor\meningioma\Tr-aug-me_27.jpg,10,data\brain_tumor\glioma\Tr-gl_1151.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00102_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_261.jpg,8,data\brain_tumor\glioma\Te-gl_299.jpg,10,data\brain_tumor\glioma\Tr-gl_1014.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00103_gl_co_t1.jpg,0,data\brain_tumor\glioma\Te-gl_378.jpg,10,data\brain_tumor\glioma\Tr-gl_432.jpg,8,data\brain_tumor\glioma\Tr-gl_1323.jpg,0,glioma,test,coronal,False,False
classification_task/test/glioma/brisc2025_test_00104_gl_co_t1.jpg,4,data\brain_tumor\meningioma\Tr-aug-me_7.jpg,8,data\brain_tumor\meningioma\Tr-me_888.jpg,0,data\brain_tumor\glioma\Te-gl_21.jpg,0,glioma,test,coronal,False,False
